card_id,account_id,card_type,expiration_date
218eb0f4-025e-43b3-a859-a7243d263129,a2beda1b-566d-4a9d-933d-e06050f1e3d5,credit,2022-03-27 17:24:34.931044758
b8807a0b-8294-472a-92a7-aa230813f68f,a4d10bc9-d432-4d60-8f01-e2fcb769c226,debit,2021-12-28 22:12:38.264688240
c2ab50a8-e8b1-41ac-97c8-778a5cef65c9,39510c27-a591-4071-8b6e-e208e890a457,debit,2022-05-11 15:42:01.229435804
1446894e-53af-422f-9a09-8f95564d66d0,e5cd62f1-fec7-4414-af7c-f8540fd67461,charge,2022-11-28 17:31:47.347035936
81c1a275-6e39-4740-8455-865a6b551aab,3c7b3f4a-8ab3-48c0-8ada-c28f541eee8d,charge,2022-07-03 19:05:17.664923720
72759041-8638-4d63-a4e0-e05d5e7df7fd,cb7d898a-a960-4e9f-993b-f8cf40d9a67a,prepaid,2022-05-12 03:15:30.317503686
b7983e70-99c5-4285-a413-787a6a0cffaa,14bf6530-33ae-40c6-b53a-b956c69b6078,charge,2024-02-02 08:48:52.644970556
feb1ceb1-e237-45a1-80b5-9cf8e83072b6,aa068cd1-49d1-4dab-98b1-13811aec5df1,debit,2023-09-23 13:16:39.244828361
dff4d498-8c27-4ad4-93c7-2f498aa1ba73,124a5f2a-e944-4590-845e-e769f90c0d89,debit,2021-09-15 08:34:16.064387753
423984f1-9d5f-4b37-9786-5aaaa2016044,f2c17a2a-e574-429c-9078-fdd0bc1121cd,charge,2024-01-01 20:29:29.752769061
06990502-6e3c-4994-a6b3-93bbc5a91b74,84d3b72f-c4db-4a19-a363-b44cbb7055f3,prepaid,2024-04-07 18:23:12.906431574
8ff29a35-8bfc-4ddf-bcd7-329af4956cda,a456cbf5-c5c4-476a-8c03-3475f9f356b2,prepaid,2020-10-07 06:38:32.669946697
11d9939c-24d0-44e3-9264-238e95ebd8f5,7e20618a-fcb0-440b-ab5f-93e71e6451ea,debit,2022-11-29 23:28:34.330399583
3c050da9-1580-4f22-9041-7c4d173ea57f,a4f0dd26-2e37-4602-b3ac-5bda56ee3d01,prepaid,2021-06-04 23:30:46.106971002
1cb18d00-87fb-411d-9f3a-bb4b1e0d88f7,325ffde3-5411-4972-a6fb-61798a068915,charge,2023-09-11 17:29:16.210020086
7039d611-e3a0-4c21-97bf-ec7996e496e6,f8db47a4-a335-4e1d-aea7-f5e9fca7ad54,debit,2021-03-12 00:31:41.785733777
d2874fbe-2065-4126-a8cc-54e8e1db76d8,efc08f90-24be-46e0-b527-9637be3b3343,credit,2023-05-10 23:35:16.956092214
f0ef8b09-b230-4a3e-8ef0-007322816626,124a5f2a-e944-4590-845e-e769f90c0d89,credit,2021-04-10 20:34:58.537451100
9766e764-8d90-476a-8b33-63b0c702e315,2f051915-fd1e-45d0-b74d-7cd7b96e954e,credit,2022-07-22 08:21:51.438793785
dcb8c44e-21be-4c7d-94fa-ac85c45c7435,d69c8ccc-90ec-4026-a84d-ce7d5d46165e,debit,2024-09-28 05:28:58.115853143
2c337c89-7cc0-491b-b244-cefe4d50b4fe,beb32fa9-a311-4c38-ba57-67cd54c6c98e,prepaid,2021-11-27 06:25:17.635133239
941900da-2ccb-42f5-8a95-38dcfe83d879,eb5fefdf-f0a5-4ad2-84b9-a5efcd91761d,charge,2024-05-18 02:21:48.271865818
c29e967e-7e03-466a-8668-af77b3cacc29,152f4c27-7242-4e2b-882a-83ac87109e3e,credit,2024-12-07 03:51:33.576046128
299b4700-73b7-491f-a1d3-c358911ef01b,878d1b7f-0f4e-4258-99a4-55bdc48ab372,charge,2024-05-16 11:27:48.952934921
af6d50de-7c7a-4e92-91d2-7446b68605ae,855e9de9-94ae-47fd-9479-5cc7edfabd56,prepaid,2020-10-29 20:54:46.391744813
22ed6078-4f85-4f28-983b-40eec0335dcf,c73cee64-3e8e-4a45-9a64-4883e3a08ce1,credit,2024-02-05 16:42:06.526472353
2eaa8f26-76a9-46a7-a32e-1d9d6c0e5c69,a60ea90e-a003-473c-b53a-e3eedc1c4ce1,debit,2020-02-28 16:54:54.327193193
c39721e0-d378-4929-8621-baa8bfe9367e,6905f7c2-1beb-4643-8f6b-07823ec4bf64,debit,2021-12-19 04:03:42.304458498
39eb81bd-bea6-4b9b-b19e-57dd52e4de31,e5cd62f1-fec7-4414-af7c-f8540fd67461,charge,2024-05-08 23:01:09.668215444
f8ee43bb-941d-4b23-b45f-d2dd371e3ac1,e5cd62f1-fec7-4414-af7c-f8540fd67461,charge,2023-06-11 15:52:37.099166630
376f651f-a437-4007-8c9d-d3f9f1b5f0ad,43452d4e-8f98-4593-af76-ffe44bd49130,charge,2022-08-30 18:48:59.355558609
d9861dbc-cd01-4259-a221-ca695ed929fb,86637a5a-7eb4-4eea-9a38-9e4bd45ef99c,prepaid,2021-12-09 05:45:10.926794744
e67b761f-a3ad-4821-81d4-227aacfc30d4,794741a5-91ce-458b-8b1c-ebc7863963b7,debit,2024-01-23 06:06:04.975609741
29d34fc0-bfb5-4b02-8902-8a315f0492da,f2c17a2a-e574-429c-9078-fdd0bc1121cd,debit,2023-07-19 15:41:14.980656604
e797bd08-6702-4108-9ab7-0515c632f7ae,8f45e617-797e-4a95-bcb6-45d26734d7ad,charge,2022-05-05 07:23:41.016614175
649db698-0973-42aa-bdb3-2d0c7fec5cb9,43452d4e-8f98-4593-af76-ffe44bd49130,credit,2024-06-17 16:14:00.937954084
228cfe39-63b0-43bc-b5bf-61dc4a0f517e,0c2d840b-f927-48da-bed3-339cc76c9843,debit,2021-02-23 21:14:30.958381499
0c14e2c1-4457-4846-803f-1b3b73f54a9e,f8db47a4-a335-4e1d-aea7-f5e9fca7ad54,credit,2020-11-07 03:14:14.990523293
73782e7e-7dd0-4e25-94dc-5877545457f4,b6157918-5cc5-4b8a-8a1b-eff94dd419c1,debit,2023-03-19 18:13:55.805357566
fbe77980-5ba4-487c-af07-86acce73f864,1f5476f6-a69b-4bb6-8d09-360562384163,debit,2024-11-09 20:40:48.268424579
d92e701e-8598-45bd-a0d3-38d2d1a7795b,5d90eeea-029f-46de-b8e8-2c539c748222,credit,2021-03-27 11:46:19.446945259
5762d96c-8883-4f53-ab37-9af08fb43b1d,ae123e51-79e7-4197-8845-c70c3d901e39,debit,2021-03-31 21:33:16.871025651
224db429-7f03-4845-a562-06d354f8a913,4c143e02-905a-420f-9970-f62488eaadf9,charge,2020-09-11 17:23:51.047142045
48c0847a-2977-4bbc-ae98-a4a941f905b8,dcff047f-5d48-40ce-9961-4f82d29dc067,prepaid,2024-04-20 09:20:14.086721960
b3059274-f9e4-4f88-a082-46ebb888e871,4427d512-c66d-40c8-9adc-6896447ec5ab,charge,2021-02-17 09:38:44.919550700
cbdf9c2e-0c13-4286-9ff0-0582d73e6692,57e83fd5-b16a-486a-b903-1b013db6089a,charge,2022-07-07 19:17:44.718689350
0c59ba26-3447-45a2-923f-8d7c0905381a,d69c8ccc-90ec-4026-a84d-ce7d5d46165e,charge,2024-12-14 07:59:43.713487022
61acdd8f-ddca-4071-884e-fc26b270a6e0,bceb6446-eaa1-4d94-bf35-b8b3e5834ba5,debit,2020-01-23 04:03:46.231227499
076812e7-373c-42a1-8478-23ffd8801ef3,8fc8cd47-7358-4b86-b567-9f7e18137acb,charge,2022-10-13 03:26:47.149962157
32bfaa20-d010-4795-8ed1-00aa238559fd,4427d512-c66d-40c8-9adc-6896447ec5ab,charge,2022-07-24 10:33:18.027005568
f5af80ea-2fa9-4876-a773-2e71d65d8a4b,aa068cd1-49d1-4dab-98b1-13811aec5df1,charge,2024-01-14 09:34:25.765675041
