account_id,customer_id,branch_id,account_type,balance_usd,open_date
a456cbf5-c5c4-476a-8c03-3475f9f356b2,6eaff3bc-522c-41bf-a27d-a72395fb04dc,0d44da34-b45f-440b-b159-c6007a8e7903,credit,104.68862232964196,2021-11-18 22:02:48.595960864
86637a5a-7eb4-4eea-9a38-9e4bd45ef99c,8db73037-4a15-40bd-b724-b6da47b0cccc,0a8b2330-09f2-478c-8be8-a38895fe098d,credit,62.7503049475041,2024-02-18 16:02:01.176130182
2da6070b-4264-4cb0-935d-48386c40c149,1c18ad4d-8d41-4904-b7e7-7eaee0035b79,0a909174-de71-40fb-a06c-a5616dcd6422,credit,79.95248508467566,2020-09-10 01:09:14.711092175
ad97ba99-39d5-4287-a612-f1c2242fb931,80ddf3c7-6963-4be8-a328-cd257c570e53,0ee79d45-a333-4f06-b5fb-356ad80d50f4,closed,65.18994021944368,2022-02-21 05:52:45.520883017
ed43c7f2-abe0-45ea-a2b0-dff7415314f4,ff9e6d1f-0ee1-4ebf-bd12-5ed0493da11a,0ee79d45-a333-4f06-b5fb-356ad80d50f4,closed,100.34669258302614,2023-06-13 12:07:23.686369229
022cf4b5-72e2-4955-a515-2e5c7577c759,fc81b921-6920-40eb-adfd-72202851147d,24e2e673-6fc6-4f20-8e2c-bb73ce7507c1,savings,97.56389551893332,2024-05-04 09:35:37.532248080
4aab893f-59f8-48ed-b734-8d46fe37762c,fa5261ad-155c-499c-99a9-79dc9a1e0779,d21569a2-7922-40dd-83e8-d75480777a01,loan,90.63148604201085,2021-11-05 20:06:21.877122784
39510c27-a591-4071-8b6e-e208e890a457,10a95f4b-f9d3-49ad-aa1c-3306cb045b89,3f365684-51c6-4e12-8720-a710994f68cf,closed,140.2185222480103,2022-11-02 16:52:59.284864638
599ae531-4764-4d62-9aae-0cf1847335a4,bf7be866-91ab-465b-a4c0-87b40f25fe64,65de01d6-f286-4f63-a54c-bea7297289dd,checking,110.97965748153821,2020-05-06 05:59:20.219993634
58ef8d74-4e32-41d0-a6ed-61a06c95fb9b,6f5e7d94-794d-4f78-a473-878dcd3c0824,a41cac25-3fd0-44fd-9811-50cf0b53be30,loan,114.52196722892668,2020-11-07 00:03:49.382686054
07e4beb7-0790-4ab6-875f-e6524a835a5a,12cf216f-96df-4cec-a4ce-4d8b396a654e,c733cb77-4769-4994-90c2-e4d91b9d48e6,credit,81.37853024115793,2020-05-06 05:54:38.994894005
d10755bb-a324-403d-9154-87493dc3d4c2,4e4a4aaf-b7e3-4fac-95bd-3d0ee1897599,732d761a-f549-4db4-ab18-a78d3fd88ba7,closed,80.01710217337975,2023-08-22 02:39:07.959395616
2793f5c6-9a37-477b-a672-6d8f11f69a0e,f036665f-983e-4d12-b848-bf8aa034d1df,7957a82b-cb13-41cf-a5f9-7b39920fd206,credit,100.7361099819391,2021-06-09 23:56:24.249404747
eb5fefdf-f0a5-4ad2-84b9-a5efcd91761d,4b55a1fa-7e12-4c9f-a70d-8dafef5a0f38,0ddf2670-76ab-4112-bff0-59fa916cc769,closed,103.46014279304451,2023-08-14 13:24:48.950521565
f2c17a2a-e574-429c-9078-fdd0bc1121cd,fa745529-3e6b-48a3-8868-4bccffdf169f,490364b4-8a7b-4228-90ab-151ff25d52fe,checking,62.87376865771086,2020-05-01 05:50:17.450852880
878d1b7f-0f4e-4258-99a4-55bdc48ab372,80ddf3c7-6963-4be8-a328-cd257c570e53,e9202ebe-2a00-4316-81f7-a21d4b70f3bc,checking,96.39385954300931,2024-04-24 00:17:41.298340053
152f4c27-7242-4e2b-882a-83ac87109e3e,c21027bf-191a-40a1-a4a5-3eae30fba4ce,05032f26-1265-46d1-983b-681391385738,closed,100.2814416574701,2024-03-05 16:16:31.447273730
959db443-a02f-47bd-9208-a05f8b1e77e8,e3579d6e-7bc7-4f0e-87ec-8f5dad38ba4d,ac7c363c-d803-4626-8e5f-054e357ba8d1,credit,95.69701668457742,2020-06-11 09:12:47.647568118
efc08f90-24be-46e0-b527-9637be3b3343,7c260c0b-78fa-4833-a3d4-b7a2f86aa9df,5c93bd5a-7ece-49f2-ac45-c9312600d06a,credit,83.73219175306647,2020-02-13 09:06:18.500327074
14bf6530-33ae-40c6-b53a-b956c69b6078,4f569e39-8b0a-4979-96f3-7464189ea9dd,88270581-beec-408b-b209-cc5beccf42a0,checking,89.2092963615772,2020-04-12 18:48:03.384442028
7d5439ff-abcc-461b-8a73-f3c13a527f04,c21027bf-191a-40a1-a4a5-3eae30fba4ce,2fded1d6-5cad-424d-ad2c-59bb04c3e108,savings,96.46281612854408,2024-04-07 17:29:19.348736898
3c7b3f4a-8ab3-48c0-8ada-c28f541eee8d,39542e96-2a1e-4788-b8ab-033ec6b2847d,4b0701d0-3dab-413c-87e0-285b02f56d36,closed,101.81600047220095,2021-03-04 13:38:44.535157010
f8db47a4-a335-4e1d-aea7-f5e9fca7ad54,bf7be866-91ab-465b-a4c0-87b40f25fe64,c0cbc6fd-6778-489d-ba14-7f180f946668,savings,112.09583165101137,2022-09-28 03:31:47.574542148
71982f11-b3b9-4c6e-bf78-6735a77268b5,c47bfded-d7b5-409b-8936-0a4e525f87ec,55a10ee1-8c76-4f93-b763-de4dfddb7aac,credit,121.61712409901742,2022-02-17 07:43:33.456586103
16af9d35-4958-40ac-97db-cd5de8e21130,fc81b921-6920-40eb-adfd-72202851147d,1c0bbd30-d39b-465a-b098-092674570954,savings,94.11304552945501,2023-12-23 15:06:38.381192127
bb1b9bb5-2eee-4d0b-94c6-4d5045f9728d,f036665f-983e-4d12-b848-bf8aa034d1df,61b165e2-8a3a-4ef8-8022-bdd23ad9fd43,savings,90.87687607769284,2022-06-11 17:28:44.989142415
853e96ea-1b3c-4380-86ca-c58e4ea4fa75,fa745529-3e6b-48a3-8868-4bccffdf169f,c8340bb7-1a77-4e4f-89c7-ffdc7633c49a,checking,108.75311347068613,2022-07-03 04:57:38.452102155
bceb6446-eaa1-4d94-bf35-b8b3e5834ba5,fa745529-3e6b-48a3-8868-4bccffdf169f,7d865575-83fa-4e18-99f5-6c04f82875d3,closed,112.21689832821708,2024-12-11 01:57:54.563917403
bd6328d5-0f69-43a3-b98b-bca573a561c4,fa160b96-1499-4281-9cda-6d7ba652a7b7,c0a351e0-3a75-4a8f-b164-ed7ceb6517fb,closed,91.31599133482229,2020-10-01 03:16:39.701925995
b6157918-5cc5-4b8a-8a1b-eff94dd419c1,d121438b-76e0-4a48-9623-969e264a95f9,a1cda1d0-40da-4fa7-9e66-294c8db0e965,checking,115.80786953932345,2024-02-25 20:46:09.881766121
964131d1-8b71-4d29-bdc5-a0d8c441c0ec,dd5189de-65f5-41b4-9b5d-87987d5ab9cb,a4ced09b-aecf-4b70-a80b-e1be31a6c0d1,savings,119.59170682311947,2020-04-04 11:52:51.064840729
1d3802e6-bc47-4af2-95eb-8916a09faa86,2d14d9eb-ca7a-4596-8ddb-fbd2b89f025a,bd239b5e-7ffa-4639-a6e7-cd28ded6157c,credit,125.83372931317346,2022-05-22 04:28:46.839957134
e4017f29-85d1-4dee-91c7-32cd40fc5cb6,abcbd249-9e7a-4569-a572-6dbe563396cf,a4e21621-1a9d-4082-a255-cccaa1929f8e,savings,135.56641813439646,2024-06-06 10:44:14.366546978
327f0227-cac2-4589-93b2-f369eba3d3de,b5b2d858-a97e-4b03-918c-0e7a8055eb3e,61b165e2-8a3a-4ef8-8022-bdd23ad9fd43,loan,82.67167722681123,2023-04-29 16:20:12.583086047
a4d10bc9-d432-4d60-8f01-e2fcb769c226,4f569e39-8b0a-4979-96f3-7464189ea9dd,72572ae6-2a3f-4878-a1d5-504603244284,savings,100.27796418665022,2023-06-05 04:50:43.724765082
dcff047f-5d48-40ce-9961-4f82d29dc067,81abe932-2b45-45c0-94c4-123c0bfe8307,c360fd94-ea3f-41a8-94fa-3e3f5447ec32,checking,100.2255539323732,2021-04-25 19:36:59.679389613
855e9de9-94ae-47fd-9479-5cc7edfabd56,1be8102d-b525-40ef-8366-c928b0fc5bfa,61b165e2-8a3a-4ef8-8022-bdd23ad9fd43,savings,98.03852862934986,2022-02-03 07:37:17.963847750
1f5476f6-a69b-4bb6-8d09-360562384163,61c2ecee-c5d8-4e2a-8370-44db672eeb73,85ab28b6-6405-4c0c-b164-95b97ee4c402,credit,87.01474160779728,2021-10-31 09:02:54.696416603
db2eef08-36b2-46f5-9850-e330f9a6d057,795d07a8-0335-4848-b230-5562a571bf12,1c0bbd30-d39b-465a-b098-092674570954,checking,70.28875993537856,2022-08-10 03:43:38.071070186
84d3b72f-c4db-4a19-a363-b44cbb7055f3,c47bfded-d7b5-409b-8936-0a4e525f87ec,e9202ebe-2a00-4316-81f7-a21d4b70f3bc,closed,101.85358892058008,2022-04-24 00:40:36.518218010
0f726395-0a9a-4b14-af08-51fe31115530,bd7a1c89-5597-40e4-be82-995ee4c845f7,98ca893f-6157-42ba-8108-c7ba72364a33,checking,84.63288680904175,2021-08-19 21:59:36.141565857
8f45e617-797e-4a95-bcb6-45d26734d7ad,10a95f4b-f9d3-49ad-aa1c-3306cb045b89,918a824f-9a48-402e-8227-10643664b255,checking,101.7198696149525,2021-07-11 19:22:56.483594982
464601e4-5bbf-4b66-8067-bd1de56f751d,12cf216f-96df-4cec-a4ce-4d8b396a654e,e9202ebe-2a00-4316-81f7-a21d4b70f3bc,credit,84.11912916602293,2021-04-03 01:22:37.646018668
30449ff8-e342-49f7-ae09-9f60ec56e2b3,ff1f7cde-48df-4173-a8bd-305fa086d4f3,0ddf2670-76ab-4112-bff0-59fa916cc769,credit,78.00683308311318,2021-10-28 13:49:49.970919564
124a5f2a-e944-4590-845e-e769f90c0d89,365bb589-2cf8-421e-a44c-9425800fcfc9,08e4c7c7-9efe-46ed-8aff-1f9147993d0b,savings,104.68596720753796,2020-09-30 19:02:07.184336201
aa068cd1-49d1-4dab-98b1-13811aec5df1,5c1e4266-b679-4f38-98b2-728a26b5e8a8,55a10ee1-8c76-4f93-b763-de4dfddb7aac,savings,103.01843053612991,2024-05-11 11:05:56.151616643
bc1bfa31-ebec-4ce5-b6e6-6124bc931bb9,0d5b9fde-aab6-4fb6-844c-071e6d1c4a8d,c0cbc6fd-6778-489d-ba14-7f180f946668,checking,111.58563942641865,2023-01-04 11:16:48.819749231
05d16b2d-5dbf-42dd-a879-8c2a656316ee,d61985c5-fe06-4d06-87c1-9f7d5c9d7e24,918a824f-9a48-402e-8227-10643664b255,loan,143.7172753283525,2020-09-01 07:03:22.734810438
8d99b589-8750-4c24-8ef7-29a7d137fe37,e3579d6e-7bc7-4f0e-87ec-8f5dad38ba4d,927ca7cc-42fd-404d-a0d0-7a1d6658a3c3,savings,105.54579062421693,2023-06-20 23:41:29.264551007
a3e9f86c-a3e0-4350-824f-5564bfdc8414,bd7a1c89-5597-40e4-be82-995ee4c845f7,3e1419ea-e119-4e4e-bd4b-f81c081a3177,checking,109.7016353412826,2024-03-27 20:08:07.056755452
0c2d840b-f927-48da-bed3-339cc76c9843,c47bfded-d7b5-409b-8936-0a4e525f87ec,bf58dc13-4e94-46e8-addc-630dbbbe926d,savings,78.44877342265349,2021-03-09 17:45:47.851265514
e5cd62f1-fec7-4414-af7c-f8540fd67461,8289c920-a2ea-43f2-99a3-9aeeb4039aba,c0cbc6fd-6778-489d-ba14-7f180f946668,closed,74.2618511892725,2020-10-01 23:55:13.606450514
b6b63c79-4e3a-4906-bf30-3e014209a996,7cf5e28c-81e5-4b23-9781-b62a96f5f9b2,34a74ce5-22ed-48fb-85b3-84b418deed3e,savings,131.6565889354667,2020-01-16 17:38:33.635866391
d1f156fc-b440-446b-ab81-d5df425b58ea,9c3aee3e-2537-4c2c-9cb4-9953ebf7dc30,55a10ee1-8c76-4f93-b763-de4dfddb7aac,closed,81.53040440133393,2020-03-27 06:41:55.860167783
7e20618a-fcb0-440b-ab5f-93e71e6451ea,61c2ecee-c5d8-4e2a-8370-44db672eeb73,c8340bb7-1a77-4e4f-89c7-ffdc7633c49a,savings,79.12111857062716,2023-10-23 20:54:11.116991145
4427d512-c66d-40c8-9adc-6896447ec5ab,284a3c01-f68d-43d2-a610-476898722a34,5c93bd5a-7ece-49f2-ac45-c9312600d06a,checking,99.21802157566894,2024-12-07 14:27:13.735422698
4e845013-4157-4b7b-b7a1-57aefba97478,1c18ad4d-8d41-4904-b7e7-7eaee0035b79,c360fd94-ea3f-41a8-94fa-3e3f5447ec32,savings,98.19615173245224,2020-03-22 22:50:06.907921259
43452d4e-8f98-4593-af76-ffe44bd49130,e8b3857e-5803-4758-91c8-a6081566763c,d21569a2-7922-40dd-83e8-d75480777a01,savings,81.94986987113417,2023-09-27 23:27:42.158581972
dfbc9fca-5627-4958-a963-3c0f9bd4a7b9,20df46f6-6549-4fbc-a2d0-6ce9361b37f7,7d6bbf1c-07e5-4f21-8e8f-e4e37b249fc5,checking,93.900535625738,2020-05-11 05:17:15.200931254
2f051915-fd1e-45d0-b74d-7cd7b96e954e,f036665f-983e-4d12-b848-bf8aa034d1df,f654df82-a4ad-4c9a-9f18-7fbffefc3535,credit,124.58751435300209,2022-12-17 05:37:44.106881874
1ee08dd1-4145-4b05-966e-16ebb7ba8a62,17e97828-faa7-4ede-8b82-82501719c706,0a909174-de71-40fb-a06c-a5616dcd6422,savings,83.88012782336405,2023-10-12 14:14:35.437686350
c635c3e5-fa10-4ed3-86b6-5270fb1f20ae,f036665f-983e-4d12-b848-bf8aa034d1df,918a824f-9a48-402e-8227-10643664b255,loan,72.12655031267657,2021-10-17 21:46:24.621100821
ae123e51-79e7-4197-8845-c70c3d901e39,4b55a1fa-7e12-4c9f-a70d-8dafef5a0f38,732d761a-f549-4db4-ab18-a78d3fd88ba7,credit,118.85187241799585,2020-01-20 23:12:11.584633423
6db82205-1fb9-46d9-a798-8f56f9cf4612,a9ae494a-a6c4-4338-99d7-4e5ee042dc96,927ca7cc-42fd-404d-a0d0-7a1d6658a3c3,credit,109.84593823876074,2022-12-22 19:34:41.403160797
794741a5-91ce-458b-8b1c-ebc7863963b7,56115e90-e524-4462-bcb5-73b5414e8b38,a249bef2-1f10-4e58-b96e-0fd5de5b3daf,credit,87.58962758702677,2021-04-15 09:49:33.378507265
a4f0dd26-2e37-4602-b3ac-5bda56ee3d01,c47bfded-d7b5-409b-8936-0a4e525f87ec,a1cc04c0-625c-409d-b2d6-43cdd96a185b,checking,68.35665967746164,2020-12-12 00:15:56.633229172
0d4e27ca-ff36-4f5a-842f-280640606820,e46514d2-af0d-466e-a98f-c32166ac9465,f654df82-a4ad-4c9a-9f18-7fbffefc3535,loan,85.10753287122874,2020-08-14 06:55:41.966508142
f70424db-d72a-41a7-a772-5b23f6d0079b,692e161c-717a-428b-a45b-26ded97f0200,05032f26-1265-46d1-983b-681391385738,checking,98.90591126301457,2022-10-10 21:31:20.231400223
a8053c18-21e0-4529-9541-77296e7b6d33,1f1e9de0-054b-4f9a-8901-8c74f0acfb21,3e1419ea-e119-4e4e-bd4b-f81c081a3177,loan,123.31344179767638,2022-12-25 02:36:36.123712637
b5b80934-3d55-408c-a829-aa52c70e0631,e2058c05-cfe9-4bc9-91f9-8f4805b2410e,08e4c7c7-9efe-46ed-8aff-1f9147993d0b,closed,79.26836050260687,2023-12-17 16:28:37.805360569
371af373-93c6-4625-b850-2f5afbce7242,2c394e1d-a794-4184-85dd-04f097a54817,219bc15b-e2f9-4d41-ac2b-d68ff75ad0b6,loan,98.30960236977053,2023-10-07 02:40:59.315322791
6905f7c2-1beb-4643-8f6b-07823ec4bf64,e46752e5-15c0-485d-888a-17b9ffe1636f,38e2d4c3-f7d8-47fc-8323-83548de406f3,credit,113.50289319789796,2024-06-17 18:44:18.484439647
28482c12-3767-424d-a1d8-d34ea331f4e6,09c1bfbf-1ecb-4b66-9585-107e84543fa0,a249bef2-1f10-4e58-b96e-0fd5de5b3daf,savings,52.374653197561585,2024-01-11 08:10:57.835750862
1780828b-0d07-4d89-b85a-8480ed206270,a74488d8-1e21-4d1a-8cf4-8b832a71c554,60ea9bf9-4f78-49ed-87f9-4719502a2fd6,closed,120.675723358778,2021-03-27 12:13:57.535944877
b8ee7800-3fd6-4d4e-b50f-ef8de48f0538,75a4ddc5-e4af-4f3b-b7b8-d7f645ed1286,f654df82-a4ad-4c9a-9f18-7fbffefc3535,savings,76.35098855587125,2022-10-12 00:46:17.008591275
ede48319-d8c3-47bb-8ce2-c2fc947de6d0,6e8f8322-b8f1-4b71-8288-16d54864096c,63626514-d26f-4dd5-b038-c4d692904152,credit,106.63990986913869,2021-06-27 01:46:54.103141381
9b5c2ece-3692-42a0-b09f-822e88ee685f,c47bfded-d7b5-409b-8936-0a4e525f87ec,05032f26-1265-46d1-983b-681391385738,loan,104.93366299221488,2021-08-25 04:30:52.104474165
c73cee64-3e8e-4a45-9a64-4883e3a08ce1,b2692b06-4c14-4f32-a63e-aa4df68746ca,00621af1-d09f-45a5-b4bc-a6227289cd72,closed,121.6917278292769,2024-08-28 17:31:48.133687307
668471ec-d8f1-40e4-bf27-60e7e9464da2,099ecdf6-9d6d-4b17-96f2-a46004eb0e79,90289f67-9712-4039-9fd1-ff678935315a,closed,111.0184876178708,2023-05-30 03:24:22.117173961
6f1b0198-d781-471a-8072-f1b6609d0a70,3d5cb9c2-e5ed-4e7a-9cd8-c2ed8072cf76,927ca7cc-42fd-404d-a0d0-7a1d6658a3c3,checking,52.45419016540038,2024-11-14 14:27:00.973139268
c225b491-a593-4444-8ad1-99168ae337db,e8b3857e-5803-4758-91c8-a6081566763c,540c7475-52cb-45cc-afbc-79e7bfae88ec,closed,84.30441505688017,2022-01-31 06:46:30.032984145
01bc045f-2e50-4d9b-9fab-3df9c7a775da,4f569e39-8b0a-4979-96f3-7464189ea9dd,a1cda1d0-40da-4fa7-9e66-294c8db0e965,checking,102.76410258706561,2022-09-08 08:39:51.172792823
bafc2aeb-1347-47ba-8d47-27c7b62a8042,5b140495-5b93-407e-8022-c436aadab329,e1f5d0da-fcb7-49c0-a810-2e938b83f79d,credit,96.10040227760426,2022-06-08 11:20:46.184702160
cb7d898a-a960-4e9f-993b-f8cf40d9a67a,10a95f4b-f9d3-49ad-aa1c-3306cb045b89,63626514-d26f-4dd5-b038-c4d692904152,closed,109.55221459513541,2020-07-14 21:44:52.832111315
5bd99928-59a1-48a5-a6a2-92a2c37e66e7,181d074f-0563-4429-9192-f0acb14114aa,732d761a-f549-4db4-ab18-a78d3fd88ba7,loan,115.7873311133941,2021-03-08 05:13:41.549281918
325ffde3-5411-4972-a6fb-61798a068915,dd5189de-65f5-41b4-9b5d-87987d5ab9cb,0ee79d45-a333-4f06-b5fb-356ad80d50f4,closed,112.16903472859359,2022-08-21 11:08:09.121670981
a2beda1b-566d-4a9d-933d-e06050f1e3d5,a87daa84-0966-48bb-90cb-4015a2eac18c,1db6cb09-5820-4b6f-af93-d884320aa3f2,savings,95.7145011489107,2020-05-03 00:36:41.573335919
3e58f8cd-89c5-478d-8226-eac7ad0160b7,bc7b9f89-1f13-4724-88ed-c6483addceaa,ac7c363c-d803-4626-8e5f-054e357ba8d1,savings,63.073259777590394,2024-08-27 20:23:15.324117953
a43b4e6e-d08e-4bc6-83a2-a05b3422cc97,258df49d-86ba-4b3e-a097-81d81623693d,27cd2de9-95ee-4b12-91f9-a9986ab65a30,savings,90.89037502290365,2020-08-14 03:19:31.862950619
d69c8ccc-90ec-4026-a84d-ce7d5d46165e,c3704643-4075-40a6-95c8-6e17d50c089c,a1cc04c0-625c-409d-b2d6-43cdd96a185b,savings,108.3273629627791,2020-12-27 12:18:29.631508344
